time,dt,trotter_steps,case,wilson_sector,exact_O_LR,trotter_O_LR,hardware_O_LR,hardware_O_LR_se,exact_sector_separation,trotter_sector_separation,hardware_sector_separation,hardware_sector_separation_se,hardware_sector_separation_z,shots,depth,r_count,cz_count,move_count,calibration_set_id,job_id
0.6,0.3,2,Wplus,1,0.45457684680307253,0.4377339233729705,0.2739,0.007775973122381533,0.07379967779811547,0.054370587312268626,0.003500000000000003,0.011014650516471233,0.3177586065727757,5000,113,131,76,0,4ce7ac76-bb1c-4106-9b6f-e6999749446a,019fffd6-93d7-73d1-a221-15a57b2a3988
0.6,0.3,2,Wminus,-1,0.38077716900495706,0.3833633360607019,0.2704,0.007801074797744219,0.07379967779811547,0.054370587312268626,0.003500000000000003,0.011014650516471233,0.3177586065727757,5000,113,131,76,0,4ce7ac76-bb1c-4106-9b6f-e6999749446a,019fffd6-93d7-73d1-a221-15a57b2a3988
0.8,0.4,2,Wplus,1,0.22782501531500213,0.18940493911752748,0.1562,0.007958662701735763,0.20584704791312755,0.1488688504949081,0.045200000000000004,0.011352361516442295,3.9815504408077715,5000,114,133,76,0,4ce7ac76-bb1c-4106-9b6f-e6999749446a,019fffd6-93d7-73d1-a221-15a57b2a3988
0.8,0.4,2,Wminus,-1,0.021977967401874576,0.04053608862261937,0.111,0.008095418457374517,0.20584704791312755,0.1488688504949081,0.045200000000000004,0.011352361516442295,3.9815504408077715,5000,114,133,76,0,4ce7ac76-bb1c-4106-9b6f-e6999749446a,019fffd6-93d7-73d1-a221-15a57b2a3988
1.0,0.5,2,Wplus,1,0.11555889039980191,0.04689700730202473,0.0216,0.007760585544918631,0.42660333423603647,0.29815505395556813,0.09290000000000001,0.011227642228001388,8.274221614250436,5000,112,130,76,0,4ce7ac76-bb1c-4106-9b6f-e6999749446a,019fffd6-93d7-73d1-a221-15a57b2a3988
1.0,0.5,2,Wminus,-1,-0.3110444438362346,-0.2512580466535434,-0.0713,0.008113769900607238,0.42660333423603647,0.29815505395556813,0.09290000000000001,0.011227642228001388,8.274221614250436,5000,112,130,76,0,4ce7ac76-bb1c-4106-9b6f-e6999749446a,019fffd6-93d7-73d1-a221-15a57b2a3988
