sector,case,time,dt,trotter_steps,exact_imbalance,trotter_imbalance,absolute_imbalance_error,state_fidelity,trotter_min_gauss,trotter_wilson,qubit_count,depth,two_qubit_gate_count,measurement_count
1,target_W_plus,0.8,0.4,2,0.22782501531500213,0.18940493911752748,0.038420076197474645,0.9134274177337486,0.9999999999999899,0.9999999999999899,8,126,67,0
-1,wrong_W_minus,0.8,0.4,2,0.021977967401874576,0.04053608862261937,0.018558121220744794,0.9120835591783525,0.9999999999999899,-0.9999999999999899,8,126,67,0
