device,time,dt,trotter_steps,exact_separation,trotter_separation,hardware_separation,hardware_separation_se,hardware_separation_z,separation_retained,repeat_consistency_z,Wplus_hardware,Wplus_hardware_se,Wminus_hardware,Wminus_hardware_se,emerald_minus_sirius,emerald_minus_sirius_se,emerald_minus_sirius_z
emerald,0.6,0.3,2,0.07379967779811547,0.054370587312268626,-0.003404263316194404,0.007895163448656208,0.43118338693467134,-0.06261222260930475,0.8989429345347665,0.27801875049932245,0.005551372591376323,0.28129767846098636,0.005613532428490527,-0.00875467485133665,0.010549543849691225,0.8298628809048355
emerald,0.8,0.4,2,0.20584704791312755,0.1488688504949081,0.05365930416359875,0.008092728919860582,6.630557466457578,0.36044682272490647,1.0625401045220768,0.16026095819206967,0.005687676709240566,0.1066006593648718,0.005756816301835134,0.054116089929816015,0.010700807350100682,5.0571969160165136
emerald,1.0,0.5,2,0.42660333423603647,0.29815505395556813,0.10408035153481375,0.00799825506724178,13.012882267420128,0.3490812922806403,1.4189009935104708,0.02550159383981998,0.005554653782037636,-0.07860629877851535,0.0057543327045872835,0.10906066038755617,0.010613358994722754,10.275791146024934
sirius,0.6,0.3,2,0.07379967779811547,0.054370587312268626,0.005350411535142246,0.006997090077708087,0.764662377605804,0.09840635901931732,0.007145585636931129,-0.065992911188772,0.00494845405211485,-0.07146879657979013,0.004946776290294576,-0.00875467485133665,0.010549543849691225,0.8298628809048355
sirius,0.8,0.4,2,0.20584704791312755,0.1488688504949081,-0.0004567857662172622,0.007001072530235704,0.06524511269445221,-0.0030683770627548844,1.1281762907070803,-0.06678771400198318,0.004946442300476199,-0.06622130499533209,0.00495414680695983,0.054116089929816015,0.010700807350100682,5.0571969160165136
sirius,1.0,0.5,2,0.42660333423603647,0.29815505395556813,-0.004980308852742419,0.006976482281938625,0.7138710673194014,-0.016703754595703075,1.8777350348356232,-0.0849216949887246,0.004925059695218631,-0.07988075845517531,0.004940797967073639,0.10906066038755617,0.010613358994722754,10.275791146024934
